question_id,question,predicted,actual,is_correct,response
23,형의 집행 및 수용자의 처우에 관한 법령상 수용자의 의료에 대한 설명으로 옳지 않은 것은?,C,A,False,C
24,형의 집행 및 수용자의 처우에 관한 법령상 수용자의 처우에 대한 설명으로 옳은 것은?,C,C,True,C.
26,범죄 원인에 관한 학자들의 주장으로 옳지 않은 것은?,A,A,True,A
27,형의 집행 및 수용자의 처우에 관한 법률 시행규칙 상 수용자의 처우에 대한 설명으로 옳은 것은?,A,C,False,A
28,교정학 및 형사정책의 연구방법에 대한 설명으로 옳은 것은?,D,D,True,D.
29,상고심에 대한 설명으로 옳지 않은 것은?,C,B,False,C.
30,항고에 대한 설명으로 옳지 않은 것은?,B,B,True,B.
31,전문 증거에 대한 설명으로 옳지 않은 것은?,D,B,False,D
32,보석에 대한 설명으로 옳지 않은 것은?,D,A,False,D
33,수형자 분류 및 처우에 대한 설명으로 옳지 않은 것은?,D,D,True,D
34,벌금 미납자의 사회봉사 집행에 관한 특례법에 대한 설명으로 옳지 않은 것은?,C,B,False,C.
35,형의 집행 및 수용자의 처우에 관한 법령상 수형자 교육과 교화프로그램에 대한 설명으로 옳지 않은 것은?,C,D,False,C. 소장은 특별한 사유가 없으면 교육기간 동안에는 교육대상자를 다른 기관으로 이송할 수 없다.
36,회복적 사법(restorativejustice)에 대한 설명으로 옳지 않은 것은?,A,A,True,A
37,죄형법정주의에 대한 설명으로 옳지 않은 것은?,A,B,False,A
38,몰수에 대한 설명으로 옳은 것은?,A,A,True,A
39,종범에 대한 설명으로 옳지 않은 것은?,C,C,True,C.
40,공동정범에 대한 설명으로 옳지 않은 것은?,B,B,True,B
41,실행의 착수에 대한 설명으로 옳지 않은 것은?,C,C,True,C.
42,범죄 유형에 대한 설명으로 옳지 않은 것은?,C,D,False,C.
43,미수범의 성립에 대한 설명으로 옳은 것은?,D,C,False,D.
44,위법성 조각 사유에 대한 설명으로 옳지 않은 것은?,A,B,False,A
45,법률의 착오에 대한 설명으로 옳지 않은 것은?,B,D,False,B
46,형벌규정의 적용에 대한 설명으로 옳지 않은 것은?,C,D,False,C.
47,친고죄에 대한 설명으로 옳지 않은 것은?,C,C,True,C.
48,방화죄에 대한 설명으로 옳은 것은?,C,A,False,C.
49,협박죄 및 강요죄에 대한 설명으로 옳지 않은 것은?,B,A,False,B
50,추정적 승낙에 대한 설명 중 옳은 것(○)과 옳지 않은 것(×)을 바르게 연결한 것은?,C,A,False,C
51,의료행위에 있어서 과실 여부에 대한 설명으로 옳은 것은?,C,C,True,C.
52,형의 집행 및 수용자의 처우에 관한 법령상 미결 수용자의 처우에 대한 설명으로 옳지 않은 것은?,A,D,False,A
53,강제추행의 죄에 대한 설명으로 옳지 않은 것은?,C,C,True,C.
54,법원이 甲에 대하여 공소기각의 재판을 해야 하는 경우는?,A,D,False,A
55,"청소년 범죄 관련 다이버전(diversion, 전환) 프로그램에 대한 설명으로 옳지 않은 것은?",A,D,False,"다이버전 프로그램에 대한 설명으로 옳지 않은 것을 찾아보겠습니다.

1) A. 다이버전은 형사사법기관이 통상적인 형사 절차를 대체하는 절차를 활용하여 범죄인을"
56,형의 집행 및 수용자의 처우에 관한 법률상 수용자 권리구제에 대한 설명으로 옳지 않은 것은?,B,B,True,"B. 수용자는 그 처우에 관하여 불복하는 경우 법무부 장관, 순회 점검 공무원 또는 관할 지방법원장에게만 청원할 수 있다."
57,치료감호 등에 관한 법률 상옳은 것은?,C,D,False,C
58,민영교도소 등의 설치 ․ 운영에 관한 법령상 옳지 않은 것은?,D,B,False,D
59,형의 집행 및 수용자의 처우에 관한 법령상 특별한 보호가 필요한 수용자의 처우에 대한 설명으로 옳지 않은 것은?,C,A,False,C
60,형의 집행 및 수용자의 처우에 관한 법령상 소장이 교도관으로 하여 금 수용자의 접견 내용을 청취 ․ 기록 ․녹음 또는 녹화하게 할 수 있는 경우가 아닌 것은?,D,A,False,D. 수형자의 교화 또는 건전한 사회복귀를 위하여 필요한 때
61,유기의 죄에 대한 설명으로 옳지 않은 것은?,D,D,True,D
62,형의 집행 및 수용자의 처우에 관한 법령상 교도작업에 대한 설명으로 옳은 것은?,A,A,True,A
63,형사소송법 제315조에 규정된 당연히 증거능력 있는 서류에 해당하는 것(○)과 해당하지 않는 것(×)을 바르게 연결한 것은?,D,D,True,D
64,면소 판결을 할 수 있는 것은?,D,D,True,D
65,증명의 기본 원칙에 대한 설명으로 옳지 않은 것은?,C,C,True,C
66,형법 의 강도죄를 범한 자와 관련하여 형사소송법 의 기간의 적용에 대한 설명으로 옳지 않은 것은?,B,C,False,B
67,상소에 대한 설명으로 옳은 것은?,C,C,True,C. 필요적 몰수를 요하는 범죄 사건에서 몰수 또는 추징에 관한 부분만을 불복 대상으로 삼아 상소가 제기되었더라도 상소심으로서는 이를 적법한 상소제기로 다
68,공소사실의 특정에 대한 설명으로 옳지 않은 것은?,C,A,False,C
69,간이 공판 절차에 대한 설명으로 옳은 것은?,D,A,False,D
70,형의 집행 및 수용자의 처우에 관한 법령상 여성 수용자의 처우에 대한 설명으로 옳지 않은 것은?,D,D,True,D
71,형법의 적용 범위에 대한 설명으로 옳지 않은 것은?,B,D,False,B. 외국인 甲 이 외국에서 대한민국 국적 주식회사의 인장을 위조한 경우 대한민국의 재판권이 없다.
72,위법성의 인식과 법률의 착 오에 대한 설명으로 옳지 않은 것은?,A,B,False,A
73,형사소송법 제345조에서 상소권 회복의 청구요건으로 규정하고 있는 ‘자기 또는 대리인이 책임질 수 없는 사유’에 해당하는 경우가 아닌 것은?,D,A,False,D
74,일부 상소에 대한 설명으로 옳은 것(○)과 옳지 않은 것(×)을 바르게 연결한 것은?,A,D,False,A
75,고소불가분의 원칙에 대한 설명으로 옳지 않은 것은?,B,C,False,B
77,정보저장 매체 기록의 증거능력에 대한 설명으로 옳은 것은?,B,C,False,B
78,자백에 대한 설명으로 옳지 않은 것은?,C,C,True,C
79,소송 행위에 있어서 절차에 하자가 있으나 사후적으로 하자의 치유가 인정되지 않는 것은?,D,D,True,D
80,소년법상 항고에 대한 설명으로 옳지 않은 것은?,C,C,True,C
81,중간 처우제도와 시설에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 교도소 수용이나 출소를 대비하는 시설로 보호관찰 대상자에게는 적용되지 않는다.
82,형의 집행 및 수용자의 처우에 관한 법령상 수용자의 석방에 대한 설명으로 옳지 않은 것은?,A,D,False,A
83,형의 집행 및 수용자의 처우에 관한 법령상 귀휴허가 후 조치에 대한 설명으로 옳지 않은 것은?,B,D,False,B
84,우리나라 교정(행형)의 역사에 대한 설명으로 옳지 않은 것은?,D,B,False,D
85,형의 집행 및 수용자의 처우에 관한 법령상 작업 장려금에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 작업장려금은 매월 현금으로 본인에게 직접 지급한다.
86,형의 집행 및 수용자의 처우에 관한 법률상 간이 입소 절차를 실시하는 대상에 해당하지 않는 것은?,A,C,False,A
87,성폭력 범죄자의 성충동 약물치료에 관한 법률상 ‘성폭력 수형자 중 검사가 치료명령을 청구할 수 있는 대상자’에 대한 치료명령에 관한 설명으로 옳지 않은 것은?,D,A,False,D
88,민영교도소 등의 설치 ․ 운영에 관한 법률 상교정 업무의 민간 위탁에 대한 설명으로 옳지 않은 것은?,B,C,False,B
89,화이트칼라 범죄에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 범죄로 인한 피해의 규모가 크기 때문에 행위자는 죄의식이 크고 일반인은 범죄의 유해성을 심각하게 생각하는 것이 특징이다.
90,"차별적 접촉이론, 차별적 동일시 이론 및 차별적 강화 이론에 대한 설명으로 옳지 않은 것은?",C,A,False,C
91,형법 제16조의 법률의 착오에 대한 설명으로 옳은 것은?,A,D,False,A
92,판결 선고 전 구금일수에 대한 설명으로 옳은 것(○)과 옳지 않은 것(×)을 바르게 연결한 것은?,B,B,True,B
93,업무상 배임죄에 대한 설명으로 옳지 않은 것은?,D,C,False,D
94,인과관계에 대한 설명으로 옳지 않은 것은?,D,A,False,D
95,보호관찰 등에 관한 법률상 별도의 부과 절차 없이도 보호관찰 대상자가 지켜야 할 준수사항(일반 준수사항)에 해당하지 않는 것은?,D,D,True,D. 범죄행위로 발생한 손해를 회복하기 위해 노력할 것
96,범죄 피해자 보호법상 형사조정에 대한 설명으로 옳은 것은?,A,B,False,"정답은 A입니다.

1) 문제는 범죄 피해자 보호법상 형사조정에 대한 옳은 설명을 찾는 것입니다.
2) 형사조정에 관한 일반 원칙은 공소시효와 관계"
97,형사정책학의 연구방법에 대한 설명으로 옳지 않은 것은?,C,C,True,C.
98,소년법상 보호처분에 대한 설명으로 옳지 않은 것은?,A,C,False,A
99,형법상 형벌제도에 대한 설명으로 옳지 않은 것은?,D,C,False,D
100,벌금형과 관련하여 현행법에 도입된 제도가 아닌 것은?,D,C,False,D. 벌금 미납자에 대한 사회봉사 허가
101,범죄예방 모델에 대한 설명으로 옳지 않은 것은?,D,D,True,D
102,범죄예측에 대한 설명으로 옳지 않은 것은?,B,B,True,B
103,범죄 인류학파(이탈리아 실증주의학파)에 대한 설명으로 옳지 않은 것은?,A,A,True,A. 롬브로조(Lombroso)는 자유의지에 따라 이성적으로 행동하는 인간을 전제로 하여 범죄의 원인을 자연과학적 방법으로 분석하였다.
105,암수 범죄에 대한 설명으로 옳지 않은 것은?,B,D,False,"B. 신고에 따른 불편, 수사기관 출두의 번거로움, 보복의 두려움은 절대적 암수 범죄의 발생 원인이다."
106,형의 집행 및 수용자의 처우에 관한 법령상 금치 처분에 대한 설명으로 옳지 않은 것은?,A,B,False,A
107,형의 집행 및 수용자의 처우에 관한 법률 시행령 상 수용에 대한 설명으로 옳은 것은?,A,D,False,A
108,교정이념으로서의 정의 모형에 대한 설명으로 옳지 않은 것은?,C,D,False,C
109,피고인 출석의 예외에 대한 설명으로 옳지 않은 것은?,C,B,False,C
110,간접 증거에 대한 설명으로 옳지 않은 것은?,C,D,False,C
111,전문법칙에 대한 설명으로 옳은 것은?,C,B,False,C.
112,불이익 변경 금지의 원칙에 대한 설명으로 옳지 않은 것은?,B,C,False,B.
113,형사소송의 구조에 대한 설명으로 옳지 않은 것은?,D,D,True,D
114,피고인의 특정에 대한 설명으로 옳지 않은 것은?,D,B,False,D
115,형의 집행 및 수용자의 처우에 관한 법률 상용어에 대한 설명으로 옳지 않은 것은?,B,B,True,B
116,약식절차에 대한 설명으로 옳은 것은?,A,C,False,A
117,(업무상) 횡령죄에 대한 설명으로 옳지 않은 것은?,D,A,False,D
118,사실의 착오에 대한 설명으로 옳은 것은?,C,D,False,C
119,벌금형에 대한 설명으로 옳지 않은 것은?,D,A,False,"정답은 D입니다. 

D에서 언급된 ""선고하는 벌금이 5억원 이상 50억원 미만인 경우에는 500일 이상의 유치 기간을 정하여야 한다""는 수치가 법률"
120,포괄일죄에 대한 설명으로 옳지 않은 것은?,B,C,False,B
121,실행의 착수에 대한 설명으로 옳은 것은?,C,C,True,C
122,사실 의 착 오에 대한 설명으로 옳은 것은?,D,D,True,D
123,신용카드 범죄에 대한 설명으로 옳지 않은 것은?,A,D,False,A
124,범죄자 처우의 모델에 대한 설명으로 옳지 않은 것은?,B,C,False,B
125,소년법 상소년 형사 절차에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 형의 집행유예를 선고하면서 부정기형을 선고할 수 있다.
126,구금방법에 대한 설명으로 옳지 않은 것은?,D,C,False,D.
127,서덜랜드(E.H.Suth erland)의 차별적 접촉이론에 대한 설명으로 옳은 것은?,B,A,False,"B. 범죄행위는 유전적인 요인뿐만 아니라 태도, 동기, 범행 수법의 학습 결과이다."
128,범죄 문제에 대한 고전학파의 특징에 대비되는 실증주의학파의 특징으로 옳지 않은 것은?,C,C,True,C. 범죄행위의 사회적 책임보다는 위법행위를 한 개인의 책임을 강조한다.
129,범죄 원인론에 대한 설명으로 옳지 않은 것은?,C,C,True,C. 일반 긴장 이론은 계층에 따라서 범죄율이 달라지는 이유를 설명하는 데 유용하다.
130,증거능력에 대한 설명으로 옳지 않은 것은?,C,A,False,C
131,진술 증거의 증거능력에 대한 설명으로 옳지 않은 것은?,D,B,False,D.
132,기판력 또는 일사 부재리의 효력에 대한 설명으로 옳지 않은 것은?,A,D,False,A
133,"제척, 기피제도에 대한 설명으로 옳지 않은 것은?",B,C,False,B. 약식명령을 발령한 법관이 정식 재판 절차의 제 1심 판결에 관여하였다고 하여 제척의 원인이 된다고 볼 수는 없다.
134,치료감호 등에 관한 법률 상 보호관찰에 대한 설명으로 옳지 않은 것은?,A,D,False,A
135,현행 법령상 가석방제도에 대한 설명으로 옳지 않은 것은?,A,D,False,A
136,형의 집행 및 수용자의 처우에 관한 법률 상 여성 수용자의 처우에 대한 설명으로 옳지 않은 것은?,B,D,False,B
137,현행 법령상 형벌에 대한 설명으로 옳지 않은 것은?,B,D,False,B.
138,형의 집행 및 수용자의 처우에 관한 법령상 교정시설의 시찰 및 참관에 대한 설명으로 옳지 않은 것은?,B,B,True,B
139,형의 집행 및 수용자의 처우에 관한 법률 시행규칙상 <보기 1>의 경비처우급과 <보기 2>의 작업기준을 바르게 연결한 것은?,C,D,False,답변: C
140,형의 집행 및 수용자의 처우에 관한 법률 의 내용으로 옳지 않은 것은?,C,B,False,C
142,공모 관계 이탈 및 공범 관계 이탈에 대한 설명으로 옳지 않은 것은?,D,C,False,D
143,법인의 형사 책임에 대한 설명으로 옳지 않은 것은?,D,D,True,D
144,형법 의 적용 범위에 대한 설명으로 옳은 것은?,C,C,True,C
145,치료감호 등에 관한 법률상 치료감호와 치료명령에 대한 설명으로 옳은 것은?,D,B,False,D
146,공소기각의 재판에 대한 설명으로 옳지 않은 것은?,B,A,False,B.
147,소송 행위에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제에서 소송 행위에 대한 설명으로 옳지 않은 것을 찾는 것이므로 각 선택지를 평가합니다.

A. 항소포기와 같은 절차 형성적 소송행위가 착오로 인하여 행"
148,증언 거부권에 대한 설명으로 옳지 않은 것은?,C,B,False,C
149,보호관찰 등에 관한 법률상 조사제도에 대한 설명으로 옳지 않은 것은?,D,B,False,D
150,형의 집행 및 수용자의 처우에 관한 법률상 가석방 심사위원회에 대한 설명으로 옳지 않은 것은?,B,D,False,"B. 가석방 심사위원회는 위원장을 포함한 5명 이상 9명 이하의 위원으로 구성하며 , 위원장은 법무부 차관이 된다."
151,서덜랜드와 크레시 (Sutherland & Cressey) 가 제시한 수형 자 하위문화에 대한 설명으로 옳은 것은?,B,A,False,B. 범죄 지향적 하위 문화를 수용하는 수형자들은 교도소 내에서의 지위 확보에 관심을 가진다.
152,법관의 기피에 대한 설명으로 옳은 것은?,D,D,True,D
153,형의 집행 및 수용자의 처우에 관한 법률 시행규칙 상 수형자 직업훈련 대상자 선정의 제한사항에 해당하지 않는 것은?,A,B,False,A
154,형의 집행 및 수용자의 처우에 관한 법령상 수용시설 내 감염병 관련 조치에 대한 설명으로 옳지 않은 것은?,A,A,True,A
155,형의 집행 및 수용자의 처우에 관한 법률상 금지 물품 중 소장이 수용자의 처우를 위하여 수용자에게 소지를 허가할 수 있는 것은?,B,B,True,"B. 무인비행장치 , 전자 ㆍ 통신기기 , 그 밖에 도 주나 다른 사람과의 연락에 이용될 우려가 있는 물품"
156,비 범죄화 (decriminaliz ation) 에 대한 설명으로 옳지 않은 것은?,A,D,False,A
157,보호관찰 등에 관한 법률 상 보호관찰 대상자의 준수사항에 해당하지 않는 것은?,C,C,True,C. 주거를 이전하거나 10일 이상 국내외 여행을 할 때에는 미리 보호관찰관에게 신고할 것
158,전자감독제도에 대한 설명으로 옳지 않은 것은?,A,A,True,A. 프라이버시 침해 우려가 없다.
159,클라워드 (Cloward) 와 올린(Ohlin) 의 차별 기회 이론 (differential opportunity theory) 에 대한 설명으로 옳지 않은 것은?,C,D,False,C
160,재소자 권리구제 제도로서 옴부즈맨 (Om bu dsman) 에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 옴부즈맨의 독립성과 전문성을 확보하기 위해서는 교정 당국이 임명하여야 한다.
161,괄호 안의 범죄에 대한 불능 미수가 성립하는 경우는 ?,D,D,True,D
162,형사소송법 이 명시적으로 규정하고 있는 검사의 권한에 속하지 않는 것은?,D,B,False,D. 재심의 청구
163,재정신청에 대한 설명으로 옳은 것은?,C,C,True,C
164,증거에 대한 설명으로 옳지 않은 것은?,C,B,False,C
165,증거동의에 대한 설명으로 옳지 않은 것은?,C,C,True,C
166,대물적 강제수사에 대한 설명으로 옳지 않은 것은?,D,B,False,D
167,현행범 체포에 대한 설명으로 옳지 않은 것은?,C,C,True,C
168,보증금 납입조건부 피의자 석방과 보석에 대한 설명으로 옳지 않은 것은?,C,B,False,C
169,무죄 추정의 원칙에 대한 설명으로 옳지 않은 것은?,D,D,True,D
170,형사 절차에 대한 설명으로 옳지 않은 것은?,A,D,False,A
171,상소 및 특별절차에 대한 설명으로 옳은 것은?,B,B,True,B
172,위법수집 증거 배제 법칙에 대한 설명으로 옳지 않은 것은?,C,C,True,C
173,재판에 대한 설명으로 옳지 않은 것은?,B,D,False,B
174,전문 증거의 증거능력에 대한 설명으로 옳은 것은?,C,A,False,C
175,재체포ㆍ 재구 속에 대한 설명으로 옳은 것은?,A,A,True,A
176,전문 심리위원에 대한 설명으로 옳지 않은 것은?,C,A,False,C.
177,"상습범으로서 포괄일죄의 관계에 있는 여러 개의 사기 범죄 사실 중 일부에 대해 기소된 피고인에게 단순 사기죄의 유죄 판결이 확정된 후, 확정 판결의 사실 심판결 선고 전에 피고인이 범한 나머지 범죄에 대해 검사가 상습사기죄로 추가 기소를 한 경우 법원은 어떠한 재판을 해야 하는 가 ?",C,C,True,C. 단순 사기죄의 기 판력은 추가 기소된 상습사기죄에 미치지 않으므로 실체 판결을 하여야 한다.
178,피고인의 특정 및 성명 모용에 대한 설명으로 옳지 않은 것은?,B,A,False,B
179,예비죄에 대한 설명으로 옳은 것은?,C,C,True,C.
180,중지 미수에 대한 설명으로 옳지 않은 것은?,C,B,False,C
181,피해자의 승낙에 대한 설명으로 옳지 않은 것은?,C,B,False,C.
182,배상명령에 대한 설명으로 옳지 않은 것은?,B,B,True,B
183,형사소송의 이념과 목적에 대한 설명으로 옳지 않은 것은?,C,D,False,C
184,소년법 상 형사사건의 심판 등에 대한 설명으로 옳지 않은 것은?,D,A,False,D
185,소년법 상 보호처분과 그 변경 등에 대한 설명으로 옳지 않은 것은?,A,D,False,A
186,보호소년 등의 처우에 관한 법률상 수용과 보호 등에 대한 설명으로 옳지 않은 것은?,B,C,False,B
187,사이코패스에 대한 설명으로 옳지 않은 것은?,B,B,True,B
188,제척과 기피에 대한 설명으로 옳지 않은 것은?,B,C,False,B.
189,법률상 소년 등의 연령 기준으로 옳지 않은 것은?,C,C,True,C
190,스토킹 범죄의 처벌 등에 관한 법률 의 내용에 대한 설명으로 옳지 않은 것은?,A,B,False,A
191,형법 상 벌금에 대한 설명으로 옳지 않은 것은?,A,C,False,A. 벌금을 감경하는 경우에는 5만 원 미만으로 할 수 있다.
192,갓 프레드슨 (Gottfredson) 과 허쉬(Hirschi) 의 낮은 자기 통제 (low self-control) 에 대한 설명으로 옳지 않은 것은?,D,C,False,D.
193,행태 이론 (behavior theory) 에 대한 설명으로 옳지 않은 것은?,C,A,False,C
194,회복적 사법에 대한 설명으로 옳지 않은 것은?,D,D,True,D
195,비 범죄화에 대한 설명으로 옳지 않은 것은?,C,C,True,C. 형법 상 간통죄의 폐지는 비 범죄화의 예라고 할 수 없다.
196,사면법 상 사면에 대한 설명으로 옳지 않은 것은?,C,C,True,C. 형의 집행유예를 선 고 받은 자에 대하여는 형 선고의 효력을 상실하게 하는 특별사면을 할 수 없다.
197,증거능력과 증명력 에 대한 설명으로 옳지 않은 것은?,D,A,False,D
198,탄핵 증거에 대한 설명으로 옳지 않은 것은?,D,A,False,D
199,면소 판결에 대한 설명으로 옳지 않은 것은?,B,D,False,B
